,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes,num_turbines_in_project,end_commission_date,datetime
857,858,Alberta,Castle River Wind Farm,44.0,CRW53,53/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5103450734466,-114.055567989683,,60,2001,2001-01-01
858,859,Alberta,Castle River Wind Farm,44.0,CRW54,54/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5095150089518,-114.055512453706,,60,2001,2001-01-01
859,860,Alberta,Castle River Wind Farm,44.0,CRW55,55/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5086429762893,-114.055582425471,,60,2001,2001-01-01
860,861,Alberta,Castle River Wind Farm,44.0,CRW56,56/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5077040446767,-114.055600305371,,60,2001,2001-01-01
861,862,Alberta,Castle River Wind Farm,44.0,CRW57,57/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5068914488638,-114.055551200563,,60,2001,2001-01-01
862,863,Alberta,Castle River Wind Farm,44.0,CRW58,58/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5081166486432,-114.067579769808,,60,2001,2001-01-01
863,864,Alberta,Castle River Wind Farm,44.0,CRW59,59/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5070958812625,-114.067633209082,,60,2001,2001-01-01
864,865,Alberta,Castle River Wind Farm,44.0,CRW60,60/60,660.0,47.0,50.0,Vestas,V47/660,2000/2001,49.5060916386661,-114.067636634398,,60,2001,2001-01-01
865,866,Alberta,Kettles Hill,63.0,KEH1,1/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5227709336379,-113.830034060611,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
866,867,Alberta,Kettles Hill,63.0,KEH2,2/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5209386484144,-113.828361709266,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
867,868,Alberta,Kettles Hill,63.0,KEH3,3/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5189454776112,-113.826922773799,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
868,869,Alberta,Kettles Hill,63.0,KEH4,4/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5174640775037,-113.825728760058,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
869,870,Alberta,Kettles Hill,63.0,KEH5,5/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5151002370965,-113.820366556551,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
870,871,Alberta,Kettles Hill,63.0,KEH6,6/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5135086175489,-113.820004408426,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
871,872,Alberta,Kettles Hill,63.0,KEH7,7/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5232072030343,-113.823081139078,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
872,873,Alberta,Kettles Hill,63.0,KEH8,8/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5213559653077,-113.82135743411,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
873,874,Alberta,Kettles Hill,63.0,KEH9,9/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5197760959181,-113.820754791817,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
874,875,Alberta,Kettles Hill,63.0,KEH10,10/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5186484327538,-113.8197253146,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
875,876,Alberta,Kettles Hill,63.0,KEH11,11/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5287084558032,-113.797024990576,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
876,877,Alberta,Kettles Hill,63.0,KEH12,12/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5276220686321,-113.797157484923,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
877,878,Alberta,Kettles Hill,63.0,KEH13,13/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5264474904938,-113.797827994727,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
878,879,Alberta,Kettles Hill,63.0,KEH14,14/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.525363587437,-113.79707162078,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
879,880,Alberta,Kettles Hill,63.0,KEH15,15/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.524077617418,-113.79702864236,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
880,881,Alberta,Kettles Hill,63.0,KEH16,16/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5223045440494,-113.796993414952,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
881,882,Alberta,Kettles Hill,63.0,KEH17,17/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5206860767534,-113.796460728678,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
882,883,Alberta,Kettles Hill,63.0,KEH18,18/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5192565750097,-113.796909132812,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
883,884,Alberta,Kettles Hill,63.0,KEH19,19/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5180937606332,-113.797818386113,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
884,885,Alberta,Kettles Hill,63.0,KEH20,20/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5152348241423,-113.7971917176,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
885,886,Alberta,Kettles Hill,63.0,KEH21,21/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5118104384882,-113.814772066883,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
886,887,Alberta,Kettles Hill,63.0,KEH22,22/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5103149929702,-113.814565324164,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
887,888,Alberta,Kettles Hill,63.0,KEH23,23/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.509789206576,-113.81982885318,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
888,889,Alberta,Kettles Hill,63.0,KEH24,24/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5086130576022,-113.819430695259,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
889,890,Alberta,Kettles Hill,63.0,KEH25,25/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5073384450111,-113.819711946999,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
890,891,Alberta,Kettles Hill,63.0,KEH26,26/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5060897905293,-113.820345231511,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
891,892,Alberta,Kettles Hill,63.0,KEH27,27/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5049032174647,-113.820657212549,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
892,893,Alberta,Kettles Hill,63.0,KEH28,28/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5036265244232,-113.821437845077,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
893,894,Alberta,Kettles Hill,63.0,KEH29,29/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.5012829493939,-113.826637799034,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
894,895,Alberta,Kettles Hill,63.0,KEH30,30/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.4992470751479,-113.825671588291,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
895,896,Alberta,Kettles Hill,63.0,KEH31,31/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.4979610029799,-113.825490110341,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
896,897,Alberta,Kettles Hill,63.0,KEH32,32/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.4969016584938,-113.826430723872,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
897,898,Alberta,Kettles Hill,63.0,KEH33,33/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.4956834173361,-113.826263221774,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
898,899,Alberta,Kettles Hill,63.0,KEH34,34/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.4991978686633,-113.833778606146,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
899,900,Alberta,Kettles Hill,63.0,KEH35,35/35,1800.0,80.0,67.0,Vestas,V80/1800,2006/2007,49.4977383753277,-113.83372911773,"This farm consists of three different hub heights; with three 50 m turbines, five 60 m turbines, and twenty-seven 67 m turbines. No information available on which turbines fall into which category",35,2007,2007-01-01
900,901,British Columbia,Bear Mountain,102.0,BEA1,1/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6744028025227,-120.39965583782,,34,2009,2009-01-01
901,902,British Columbia,Bear Mountain,102.0,BEA2,2/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6761516551856,-120.400475639375,,34,2009,2009-01-01
902,903,British Columbia,Bear Mountain,102.0,BEA3,3/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6784651094932,-120.401639793604,,34,2009,2009-01-01
903,904,British Columbia,Bear Mountain,102.0,BEA4,4/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6805257977718,-120.403098415851,,34,2009,2009-01-01
904,905,British Columbia,Bear Mountain,102.0,BEA5,5/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6823787845195,-120.404906053651,,34,2009,2009-01-01
905,906,British Columbia,Bear Mountain,102.0,BEA6,6/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6843792468906,-120.406680860309,,34,2009,2009-01-01
906,907,British Columbia,Bear Mountain,102.0,BEA7,7/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6855168390602,-120.408256353126,,34,2009,2009-01-01
907,908,British Columbia,Bear Mountain,102.0,BEA8,8/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6865394824026,-120.409898961854,,34,2009,2009-01-01
908,909,British Columbia,Bear Mountain,102.0,BEA9,9/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6878977341172,-120.412066538948,,34,2009,2009-01-01
909,910,British Columbia,Bear Mountain,102.0,BEA10,10/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6886807552,-120.415852539894,,34,2009,2009-01-01
910,911,British Columbia,Bear Mountain,102.0,BEA11,11/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6895146945245,-120.418134532362,,34,2009,2009-01-01
911,912,British Columbia,Bear Mountain,102.0,BEA12,12/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.69066378081,-120.421444986633,,34,2009,2009-01-01
912,913,British Columbia,Bear Mountain,102.0,BEA13,13/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.692702853952,-120.421625725331,,34,2009,2009-01-01
913,914,British Columbia,Bear Mountain,102.0,BEA14,14/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.694021694617,-120.422487507599,,34,2009,2009-01-01
914,915,British Columbia,Bear Mountain,102.0,BEA15,15/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6956449990337,-120.423387121612,,34,2009,2009-01-01
915,916,British Columbia,Bear Mountain,102.0,BEA16,16/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6968823829795,-120.426311478695,,34,2009,2009-01-01
916,917,British Columbia,Bear Mountain,102.0,BEA17,17/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6973177045908,-120.429208005543,,34,2009,2009-01-01
917,918,British Columbia,Bear Mountain,102.0,BEA18,18/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.6982520787303,-120.43282666637,,34,2009,2009-01-01
918,919,British Columbia,Bear Mountain,102.0,BEA19,19/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7000260312287,-120.432220936081,,34,2009,2009-01-01
919,920,British Columbia,Bear Mountain,102.0,BEA20,20/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7021700543732,-120.431100270677,,34,2009,2009-01-01
920,921,British Columbia,Bear Mountain,102.0,BEA21,21/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7037439114639,-120.430742686647,,34,2009,2009-01-01
921,922,British Columbia,Bear Mountain,102.0,BEA22,22/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.705385235649,-120.430477927352,,34,2009,2009-01-01
922,923,British Columbia,Bear Mountain,102.0,BEA23,23/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7070400386219,-120.430468268824,,34,2009,2009-01-01
923,924,British Columbia,Bear Mountain,102.0,BEA24,24/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7084515665961,-120.43069775937,,34,2009,2009-01-01
924,925,British Columbia,Bear Mountain,102.0,BEA25,25/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7100687206514,-120.431131084965,,34,2009,2009-01-01
925,926,British Columbia,Bear Mountain,102.0,BEA26,26/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7146818636421,-120.43418303489,,34,2009,2009-01-01
926,927,British Columbia,Bear Mountain,102.0,BEA27,27/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7158152178521,-120.435060177296,,34,2009,2009-01-01
927,928,British Columbia,Bear Mountain,102.0,BEA28,28/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7169879172528,-120.436021349878,,34,2009,2009-01-01
928,929,British Columbia,Bear Mountain,102.0,BEA29,29/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7181174660399,-120.436912260942,,34,2009,2009-01-01
929,930,British Columbia,Bear Mountain,102.0,BEA30,30/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7194654037247,-120.438122293331,,34,2009,2009-01-01
930,931,British Columbia,Bear Mountain,102.0,BEA31,31/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7205521056768,-120.439705145335,,34,2009,2009-01-01
931,932,British Columbia,Bear Mountain,102.0,BEA32,32/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7216716399491,-120.440749814251,,34,2009,2009-01-01
932,933,British Columbia,Bear Mountain,102.0,BEA33,33/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7230485909909,-120.44178864906,,34,2009,2009-01-01
933,934,British Columbia,Bear Mountain,102.0,BEA34,34/34,3000.0,82.0,78.0,Enercon,E-82/3000,2009,55.7242355429447,-120.442732071703,,34,2009,2009-01-01
934,935,British Columbia,Grouse Mountain,1.5,GMT1,1/1,1500.0,77.0,65.0,Leitwind,LTW77-1500,2010,49.3873566619974,-123.074034600317,,1,2010,2010-01-01
935,936,British Columbia,Dokie Ridge Wind Farm,144.0,DOK1,1/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.774443,-122.274935,,48,2011,2011-01-01
936,937,British Columbia,Dokie Ridge Wind Farm,144.0,DOK2,2/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.77565,-122.276845,,48,2011,2011-01-01
937,938,British Columbia,Dokie Ridge Wind Farm,144.0,DOK3,3/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.777255,-122.278347,,48,2011,2011-01-01
938,939,British Columbia,Dokie Ridge Wind Farm,144.0,DOK4,4/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.7787029999999,-122.279785,,48,2011,2011-01-01
939,940,British Columbia,Dokie Ridge Wind Farm,144.0,DOK5,5/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.780441,-122.281287,,48,2011,2011-01-01
940,941,British Columbia,Dokie Ridge Wind Farm,144.0,DOK6,6/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.781901,-122.28236,,48,2011,2011-01-01
941,942,British Columbia,Dokie Ridge Wind Farm,144.0,DOK7,7/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.783494,-122.284012,,48,2011,2011-01-01
942,943,British Columbia,Dokie Ridge Wind Farm,144.0,DOK8,8/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.78476,-122.285557,,48,2011,2011-01-01
943,944,British Columbia,Dokie Ridge Wind Farm,144.0,DOK9,9/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.787415,-122.286458,,48,2011,2011-01-01
944,945,British Columbia,Dokie Ridge Wind Farm,144.0,DOK10,10/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.7897669999999,-122.287595,,48,2011,2011-01-01
945,946,British Columbia,Dokie Ridge Wind Farm,144.0,DOK11,11/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.791408,-122.28826,,48,2011,2011-01-01
946,947,British Columbia,Dokie Ridge Wind Farm,144.0,DOK12,12/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.793157,-122.288861,,48,2011,2011-01-01
947,948,British Columbia,Dokie Ridge Wind Farm,144.0,DOK13,13/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.795896,-122.29002,,48,2011,2011-01-01
948,949,British Columbia,Dokie Ridge Wind Farm,144.0,DOK14,14/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.798537,-122.291307,,48,2011,2011-01-01
949,950,British Columbia,Dokie Ridge Wind Farm,144.0,DOK15,15/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.800744,-122.292252,,48,2011,2011-01-01
950,951,British Columbia,Dokie Ridge Wind Farm,144.0,DOK16,16/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.796149,-122.223458,,48,2011,2011-01-01
951,952,British Columbia,Dokie Ridge Wind Farm,144.0,DOK17,17/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.797729,-122.225862,,48,2011,2011-01-01
952,953,British Columbia,Dokie Ridge Wind Farm,144.0,DOK18,18/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.799562,-122.227341999999,,48,2011,2011-01-01
953,954,British Columbia,Dokie Ridge Wind Farm,144.0,DOK19,19/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.80072,-122.229424,,48,2011,2011-01-01
954,955,British Columbia,Dokie Ridge Wind Farm,144.0,DOK20,20/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.802541,-122.230797,,48,2011,2011-01-01
955,956,British Columbia,Dokie Ridge Wind Farm,144.0,DOK21,21/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.80429,-122.233629,,48,2011,2011-01-01
956,957,British Columbia,Dokie Ridge Wind Farm,144.0,DOK22,22/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.805568,-122.236011,,48,2011,2011-01-01
957,958,British Columbia,Dokie Ridge Wind Farm,144.0,DOK23,23/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.8067019999999,-122.238908,,48,2011,2011-01-01
958,959,British Columbia,Dokie Ridge Wind Farm,144.0,DOK24,24/48,3000.0,90.0,80.0,Vestas,V90/3000,2011,55.808233,-122.240324,,48,2011,2011-01-01
